entry_date,exit_date,exit_dte,exit_reason,pnl,worst_intra_mtm,min_dist_to_short_sigma,days_within_0.5sigma,credit,max_loss,short_strike,long_strike,spx_0,vix_0,ivp_0,sigma_n,forced_by_stress,spread_kind,width_pt,analog
2025-05-29,2025-06-05,5,stop,-2199.402390438247,-1425.2988047808765,-0.29458395309047514,3,1074.7011952191235,1425.2988047808765,6179.445492135012,6204.445492135012,5912.169921875,19.18000030517578,64.9402390438247,267.27557026001193,False,call,25,2023_Q4_rally
2025-06-23,2025-06-30,5,stop,-2243.2270916334664,-1403.3864541832668,-0.25214930463350144,3,1096.6135458167332,1403.3864541832668,6306.784906273367,6331.784906273367,6025.169921875,19.829999923706055,69.32270916334662,281.6149843983665,False,call,25,2023_Q4_rally
2025-10-21,2025-10-27,4,stop,-2135.6573705179285,-1457.1713147410358,-0.15560773461473462,2,1042.8286852589642,1457.1713147410358,7019.0430162271405,7044.0430162271405,6735.35009765625,17.8700008392334,58.56573705179283,283.69291857089075,False,call,25,2023_Q4_rally
2025-10-31,2025-11-06,4,stop,-2119.7211155378486,-1465.1394422310757,-0.18410037586078273,2,1034.8605577689243,1465.1394422310757,7121.3767168630675,7146.3767168630675,6840.2001953125,17.440000534057617,56.97211155378486,281.17652155056754,False,call,25,2023_Q4_rally
2025-11-05,2025-11-11,4,stop,-2179.4820717131474,-1435.2589641434263,-0.14662470432805882,2,1064.7410358565737,1435.2589641434263,7084.792399233312,7109.792399233312,6796.2900390625,18.010000228881836,62.94820717131474,288.5023601708121,False,call,25,2023_Q4_rally
2025-11-10,2025-11-14,4,stop,-2135.6573705179285,-1457.1713147410358,-0.17333583748851,2,1042.8286852589642,1457.1713147410358,7115.863967535518,7140.863967535518,6832.43017578125,17.600000381469727,58.56573705179283,283.43379175426816,False,call,25,2023_Q4_rally
2026-01-30,2026-02-05,4,stop,-2107.7689243027885,-1471.1155378486058,-0.1841003758607823,2,1028.8844621513942,1471.1155378486058,7224.268842817614,7249.268842817614,6939.02978515625,17.440000534057617,55.77689243027888,285.2390576613641,False,call,25,2023_Q4_rally
2026-02-10,2026-02-17,4,stop,-2131.6733067729087,-1459.1633466135456,-0.1608043914919479,2,1040.8366533864544,1459.1633466135456,7232.89011086575,7257.89011086575,6941.81005859375,17.790000915527344,58.16733067729084,291.08005227200044,False,call,25,2023_Q4_rally
2026-02-20,2026-02-26,4,stop,-2219.3227091633466,-1415.3386454183267,-0.08175542285631564,2,1084.6613545816733,1415.3386454183267,7220.407039769725,7245.407039769725,6909.509765625,19.09000015258789,66.93227091633466,310.89727414472475,False,call,25,2023_Q4_rally
2026-02-25,2026-03-03,4,stop,-2123.705179282869,-1463.1474103585656,-0.15174070473544674,2,1036.8525896414344,1463.1474103585656,7239.683167437182,7264.683167437182,6946.1298828125,17.93000030517578,57.37051792828686,293.5532846246828,False,call,25,2023_Q4_rally
2026-04-20,2026-04-24,4,stop,-2199.402390438247,-1425.2988047808765,-0.09436726385587478,2,1074.7011952191235,1425.2988047808765,7425.333494203371,7450.333494203371,7109.14013671875,18.8700008392334,64.9402390438247,316.19335748462106,False,call,25,2023_Q4_rally
2026-05-04,2026-05-08,4,stop,-2175.4980079681272,-1437.2509960159364,-0.129071085494503,2,1062.7490039840636,1437.2509960159364,7511.173940665849,7536.173940665849,7200.75,18.290000915527344,62.54980079681275,310.42394066584933,False,call,25,2023_Q4_rally
2026-05-11,2026-05-15,4,stop,-2203.3864541832672,-1423.3067729083664,-0.1235425533353821,2,1076.6932270916336,1423.3067729083664,7733.97943617571,7758.97943617571,7412.83984375,18.3799991607666,65.33864541832669,321.1395924257102,False,call,25,2023_Q4_rally
2007-07-02,2007-07-16,14,expiry,-1349.8007968127488,-1299.8007968127488,-0.36909813148635146,10,1200.1992031872512,1299.8007968127488,1574.5825494633405,1599.5825494633405,1519.4300537109375,15.399999618530272,90.0398406374502,55.152495752403034,False,call,25,2024_H1_rally
2007-07-09,2007-07-23,14,expiry,-1361.7529880478087,-1311.7529880478087,-0.39077248778597506,10,1188.2470119521913,1311.7529880478087,1586.5867471127979,1611.5867471127979,1531.8499755859375,15.15999984741211,87.64940239043824,54.73677152686045,False,call,25,2024_H1_rally
2007-07-23,2007-08-06,14,expiry,-1319.9203187250996,-1269.9203187250996,-0.25426004595285173,9,1230.0796812749004,1269.9203187250996,1602.649335011531,1627.649335011531,1541.5699462890625,16.809999465942383,96.01593625498008,61.0793887224685,False,call,25,2024_H1_rally
2007-10-18,2007-11-01,14,expiry,-876.7750961803767,-826.7750961803767,-0.13968165960109552,7,1146.414342629482,1353.585657370518,1607.2350165185921,1632.2350165185921,1540.0799560546875,18.5,79.2828685258964,67.15506046390456,False,call,25,2024_H1_rally
2007-10-26,2007-11-09,14,expiry,-489.3040151358466,-439.3040151358466,-0.07791979950365793,7,1156.3745019920318,1343.6254980079682,1606.06159853108,1631.06159853108,1535.280029296875,19.559999465942383,81.27490039840637,70.78156923420501,False,call,25,2024_H1_rally
2013-06-11,2013-06-25,14,expiry,-1421.5139442231075,-1371.5139442231075,-0.23515589218277477,9,1128.4860557768925,1371.5139442231075,1691.5563295097552,1716.5563295097552,1626.1300048828125,17.06999969482422,75.69721115537848,65.42632462694259,False,call,25,2024_H1_rally
2013-06-17,2013-07-01,14,expiry,-1431.4741035856573,-1381.4741035856573,-0.2550066464353825,9,1118.5258964143427,1381.4741035856573,1703.9427103854828,1728.9427103854828,1639.0400390625,16.799999237060547,73.70517928286853,64.90267132298281,False,call,25,2024_H1_rally
2013-09-09,2013-09-23,14,expiry,-1469.3227091633466,-1419.3227091633466,-0.34895141063628277,10,1080.6772908366534,1419.3227091633466,1733.2961965102945,1758.2961965102945,1671.7099609375,15.630000114440918,66.13545816733067,61.586235572794614,False,call,25,2024_H1_rally
2013-10-01,2013-10-21,14,stop,-2207.370517928287,-1421.3147410358565,-0.3567638838080278,10,1078.6852589641435,1421.3147410358565,1757.084682342557,1782.084682342557,1695.0,15.539999961853027,65.73705179282868,62.08468234255705,False,call,25,2024_H1_rally
2013-12-11,2014-01-02,14,stop,-2291.035856573705,-1379.4820717131474,-0.3673223474903931,10,1120.5179282868526,1379.4820717131474,1846.9952701237194,1871.9952701237194,1782.219970703125,15.420000076293944,74.10358565737052,64.77529942059434,False,call,25,2024_H1_rally
2014-02-19,2014-03-11,14,stop,-2295.019920318725,-1377.4900398406376,-0.3602652066206639,10,1122.5099601593624,1377.4900398406376,1895.5612788482365,1920.5612788482365,1828.75,15.5,74.5019920318725,66.81127884823644,False,call,25,2024_H1_rally
2014-03-17,2014-04-04,14,stop,-2306.972111553785,-1371.5139442231075,-0.348088890012193,10,1128.4860557768925,1371.5139442231075,1927.3535556117681,1952.3535556117681,1858.8299560546875,15.640000343322754,75.69721115537848,68.52359955708063,False,call,25,2024_H1_rally
2014-10-29,2014-11-18,14,stop,-2338.8446215139443,-1355.5776892430279,-0.39169051046258163,10,1144.4223107569721,1355.5776892430279,2053.08578629285,2078.08578629285,1982.300048828125,15.149999618530272,78.88446215139442,70.78573746472503,False,call,25,2024_H1_rally
2014-12-19,2015-01-02,14,expiry,-1367.7290836653385,-1317.7290836653385,-0.2785998177846341,10,1182.2709163346615,1317.7290836653385,2151.1304778480085,2176.1304778480085,2070.64990234375,16.489999771118164,86.45418326693228,80.48057550425851,False,call,25,2024_H1_rally
2014-12-29,2015-01-20,14,stop,-2299.003984063745,-1375.4980079681275,-0.40000731176320103,10,1124.5019920318725,1375.4980079681275,2164.7785352755486,2189.7785352755486,2090.570068359375,15.0600004196167,74.9003984063745,74.20846691617348,False,call,25,2024_H1_rally
2015-01-22,2015-02-05,14,expiry,-1397.6095617529882,-1347.6095617529882,-0.2856165361612217,10,1152.3904382470118,1347.6095617529882,2142.9013121535268,2167.9013121535268,2063.14990234375,16.399999618530273,80.47808764940238,79.7514098097767,False,call,25,2024_H1_rally
2015-02-17,2015-03-09,14,stop,-2287.0517928286854,-1381.4741035856573,-0.3344373701326944,10,1118.5258964143427,1381.4741035856573,2178.558764032659,2203.558764032659,2100.340087890625,15.800000190734863,73.70517928286853,78.21867614203391,False,call,25,2024_H1_rally
2015-11-04,2015-11-24,14,stop,-2163.545816733068,-1443.227091633466,-0.3593881619265683,10,1056.772908366534,1443.227091633466,2179.16509274492,2204.16509274492,2102.31005859375,15.510000228881836,61.354581673306775,76.85503415117012,False,call,25,2024_H1_rally
2015-11-10,2015-12-01,14,stop,-2111.7529880478082,-1469.1235059760959,-0.3789477276143264,10,1030.8764940239041,1469.1235059760959,2156.7428176042877,2181.7428176042877,2081.719970703125,15.289999961853027,56.17529880478087,75.0228469011629,False,call,25,2024_H1_rally
2015-11-18,2015-12-02,14,expiry,-1459.362549800797,-1409.362549800797,-0.25128250595216145,9,1090.637450199203,1409.362549800797,2166.331193999173,2191.331193999173,2083.580078125,16.850000381469727,68.12749003984064,82.75111587417318,False,call,25,2024_H1_rally
2015-11-30,2015-12-18,14,stop,-2183.466135458167,-1433.2669322709164,-0.307136503385798,10,1066.7330677290836,1433.2669322709164,2159.5045435219627,2184.5045435219627,2080.409912109375,16.1299991607666,63.34661354581673,79.09463141258763,False,call,25,2024_H1_rally
2015-12-07,2015-12-28,14,stop,-2143.625498007968,-1453.187250996016,-0.3310675820401179,10,1046.812749003984,1453.187250996016,2154.617974548168,2179.617974548168,2077.070068359375,15.84000015258789,59.36254980079681,77.54790618879295,False,call,25,2024_H1_rally
2015-12-29,2016-01-20,14,stop,-2151.593625498008,-1449.203187250996,-0.31120092056324417,10,1050.796812749004,1449.203187250996,2157.1318744259515,2182.1318744259515,2078.360107421875,16.079999923706055,60.1593625498008,78.77176700407631,False,call,25,2024_H1_rally
2016-06-20,2016-07-04,14,expiry,-1279.3688503765607,-1229.3688503765607,-0.14774685571000862,7,1064.7410358565737,1435.2589641434263,2173.451615150958,2198.451615150958,2083.25,18.3700008392334,62.94820717131474,90.201615150958,False,call,25,2024_H1_rally
2018-03-13,2018-04-03,14,stop,-2458.366533864542,-1295.816733067729,-0.28954802511906863,10,1204.183266932271,1295.816733067729,2871.877698531199,2896.877698531199,2765.31005859375,16.350000381469727,90.83665338645416,106.5676399374489,False,call,25,2024_H1_rally
2019-05-16,2019-06-04,12,stop,-2107.7689243027885,-1471.1155378486058,-0.23158509821125137,8,1028.8844621513942,1471.1155378486058,2979.9794092717757,3004.9794092717757,2876.320068359375,15.289999961853027,55.77689243027888,103.65934091240057,False,call,25,2024_H1_rally
2019-06-10,2019-06-28,14,stop,-2115.7370517928284,-1467.1314741035858,-0.3227171428892421,10,1032.8685258964142,1467.1314741035858,2995.1871373923905,3020.1871373923905,2886.72998046875,15.9399995803833,56.573705179282875,108.45715692364037,False,call,25,2024_H1_rally
2019-06-25,2019-07-16,14,stop,-2155.5776892430276,-1447.2111553784862,-0.29509274037780725,10,1052.7888446215138,1447.2111553784862,3029.326545275783,3054.326545275783,2917.3798828125,16.280000686645508,60.55776892430279,111.9466624632828,False,call,25,2024_H1_rally
2019-12-09,2019-12-26,12,stop,-2123.705179282869,-1463.1474103585656,-0.18732260481107904,8,1036.8525896414344,1463.1474103585656,3253.1896006164443,3278.1896006164443,3135.9599609375,15.859999656677246,57.37051792828686,117.22963967894451,False,call,25,2024_H1_rally
2020-02-03,2020-02-17,14,expiry,-1355.7768924302788,-1305.7768924302788,-0.173295019936452,7,1194.2231075697212,1305.7768924302788,3386.530181783385,3411.530181783385,3248.919921875,17.969999313354492,88.84462151394422,137.61025990838522,False,call,25,2024_H1_rally
2021-12-09,2021-12-23,14,expiry,57.39145443313984,107.39145443313984,0.022979111345639697,7,1106.5737051792828,1393.4262948207172,4904.857938005733,4929.857938005733,4667.4501953125,21.579999923706055,71.31474103585657,237.4077426932328,False,call,25,2024_H1_rally
2021-12-13,2021-12-27,14,expiry,-798.9542199440359,-748.9542199440359,-0.038114783704255535,7,1060.7569721115538,1439.2430278884462,4892.479084821528,4917.479084821528,4668.97021484375,20.309999465942383,62.15139442231076,223.5088699777779,False,call,25,2024_H1_rally
2024-04-10,2024-04-25,11,stop,-2223.3067729083664,-1413.3466135458168,-0.15420680171566414,7,1086.6533864541832,1413.3466135458168,5352.827317198165,5377.827317198165,5160.64013671875,15.800000190734863,67.33067729083665,192.1871804794148,False,call,25,2024_H1_rally
2024-08-20,2024-09-05,11,stop,-2302.988047808765,-1373.5059760956176,-0.14839216346548795,7,1126.4940239043824,1373.5059760956176,5806.617632193484,5831.617632193484,5597.1201171875,15.880000114440918,75.2988047808765,209.49751500598398,False,call,25,2024_H1_rally
2024-09-11,2024-10-01,14,stop,-2386.6533864541834,-1331.6733067729083,-0.19186602973969447,8,1168.3266932270917,1331.6733067729083,5785.713389027095,5810.713389027095,5554.1298828125,17.690000534057617,83.66533864541833,231.58350621459556,False,call,25,2024_H1_rally
2024-10-10,2024-10-24,14,expiry,-140.9646146408819,-90.96461464088189,-0.007363134027592469,7,1226.0956175298804,1273.9043824701196,6065.194018156547,6090.194018156547,5780.0498046875,20.93000030517578,95.2191235059761,285.14421346904703,False,call,25,2024_H1_rally
2024-10-28,2024-11-11,14,expiry,-1339.8406374501992,-1289.8406374501992,-0.06485411692118793,7,1210.1593625498008,1289.8406374501992,6095.298141807301,6120.298141807301,5823.52001953125,19.799999237060547,92.03187250996017,271.7781222760514,False,call,25,2024_H1_rally
2024-11-05,2024-11-19,14,expiry,-741.9479245038929,-691.9479245038929,-0.028995165355712612,7,1214.1434262948208,1285.8565737051792,6062.040418907332,6087.040418907332,5782.759765625,20.489999771118164,92.82868525896414,279.280653282332,False,call,25,2024_H1_rally
2024-11-22,2024-12-10,11,stop,-2167.5298804780878,-1441.2350597609561,-0.19661863262068305,7,1058.7649402390439,1441.2350597609561,6183.7646432119745,6208.7646432119745,5969.33984375,15.239999771118164,61.75298804780876,214.42479946197426,False,call,25,2024_H1_rally
2024-12-27,2025-01-15,11,stop,-2223.3067729083664,-1413.3466135458168,-0.1433522197700331,7,1086.6533864541832,1413.3466135458168,6195.310642462933,6220.310642462933,5970.83984375,15.949999809265137,67.33067729083665,224.47079871293275,False,call,25,2024_H1_rally
2025-01-06,2025-01-23,11,stop,-2215.3386454183265,-1417.3306772908368,-0.1369368233390406,7,1082.6693227091632,1417.3306772908368,6201.288947141052,6226.288947141052,5975.3798828125,16.040000915527344,66.53386454183267,225.90906432855178,False,call,25,2024_H1_rally
2025-01-17,2025-02-04,11,stop,-2175.4980079681272,-1437.2509960159364,-0.14192031198054708,7,1062.7490039840636,1437.2509960159364,6222.384348702456,6247.384348702456,5996.66015625,15.970000267028809,62.54980079681275,225.72419245245635,False,call,25,2024_H1_rally
2025-01-28,2025-02-12,11,stop,-2235.258964143426,-1407.370517928287,-0.11130212412103517,7,1092.629482071713,1407.370517928287,6302.391197031122,6327.391197031122,6067.7001953125,16.40999984741211,68.52589641434263,234.69100171862146,False,call,25,2024_H1_rally
2025-02-03,2025-02-24,14,stop,-2378.6852589641435,-1335.6573705179283,-0.1323367213923479,7,1164.3426294820717,1335.6573705179283,6257.658083134177,6282.658083134177,5994.56982421875,18.6200008392334,82.86852589641434,263.08825891542693,False,call,25,2024_H1_rally
2025-05-19,2025-06-09,14,stop,-2135.6573705179285,-1457.1713147410358,-0.16229941631927017,7,1042.8286852589642,1457.1713147410358,6218.5821008695475,6243.5821008695475,5963.60009765625,18.13999938964844,58.56573705179283,254.98200321329782,False,call,25,2024_H1_rally
2025-05-29,2025-06-18,14,stop,-2199.402390438247,-1425.2988047808765,-0.09927582727570299,7,1074.7011952191235,1425.2988047808765,6179.445492135012,6204.445492135012,5912.169921875,19.18000030517578,64.9402390438247,267.27557026001193,False,call,25,2024_H1_rally
2025-06-23,2025-07-07,14,expiry,-1453.3864541832668,-1403.3864541832668,-0.06324310558443408,7,1096.6135458167332,1403.3864541832668,6306.784906273367,6331.784906273367,6025.169921875,19.829999923706055,69.32270916334662,281.6149843983665,False,call,25,2024_H1_rally
2025-10-21,2025-11-10,14,stop,-2135.6573705179285,-1457.1713147410358,-0.17986064423289527,7,1042.8286852589642,1457.1713147410358,7019.0430162271405,7044.0430162271405,6735.35009765625,17.8700008392334,58.56573705179283,283.69291857089075,False,call,25,2024_H1_rally
2025-10-31,2025-11-18,12,stop,-2119.7211155378486,-1465.1394422310757,-0.07975547752392068,7,1034.8605577689243,1465.1394422310757,7121.3767168630675,7146.3767168630675,6840.2001953125,17.440000534057617,56.97211155378486,281.17652155056754,False,call,25,2024_H1_rally
2025-11-05,2025-11-25,14,stop,-2179.4820717131474,-1435.2589641434263,-0.17068908576739905,7,1064.7410358565737,1435.2589641434263,7084.792399233312,7109.792399233312,6796.2900390625,18.010000228881836,62.94820717131474,288.5023601708121,False,call,25,2024_H1_rally
2025-11-10,2025-12-01,14,stop,-2135.6573705179285,-1457.1713147410358,-0.19796080941105312,9,1042.8286852589642,1457.1713147410358,7115.863967535518,7140.863967535518,6832.43017578125,17.600000381469727,58.56573705179283,283.43379175426816,False,call,25,2024_H1_rally
2026-01-30,2026-02-18,12,stop,-2107.7689243027885,-1471.1155378486058,-0.0797554775239192,7,1028.8844621513942,1471.1155378486058,7224.268842817614,7249.268842817614,6939.02978515625,17.440000534057617,55.77689243027888,285.2390576613641,False,call,25,2024_H1_rally
2026-02-10,2026-03-03,14,stop,-2131.6733067729087,-1459.1633466135456,-0.18516636411288015,8,1040.8366533864544,1459.1633466135456,7232.89011086575,7257.89011086575,6941.81005859375,17.790000915527344,58.16733067729084,291.08005227200044,False,call,25,2024_H1_rally
2026-02-20,2026-03-12,14,stop,-2219.3227091633466,-1415.3386454183267,-0.10445838313741868,7,1084.6613545816733,1415.3386454183267,7220.407039769725,7245.407039769725,6909.509765625,19.09000015258789,66.93227091633466,310.89727414472475,False,call,25,2024_H1_rally
2026-02-25,2026-03-17,14,stop,-2123.705179282869,-1463.1474103585656,-0.17591245642835124,7,1036.8525896414344,1463.1474103585656,7239.683167437182,7264.683167437182,6946.1298828125,17.93000030517578,57.37051792828686,293.5532846246828,False,call,25,2024_H1_rally
2026-04-20,2026-05-08,14,stop,-2199.402390438247,-1425.2988047808765,-0.11733491070034584,7,1074.7011952191235,1425.2988047808765,7425.333494203371,7450.333494203371,7109.14013671875,18.8700008392334,64.9402390438247,316.19335748462106,False,call,25,2024_H1_rally
2026-05-04,2026-05-15,14,stop,-2175.4980079681272,-1437.2509960159364,-0.15276706655169714,7,1062.7490039840636,1437.2509960159364,7511.173940665849,7536.173940665849,7200.75,18.290000915527344,62.54980079681275,310.42394066584933,False,call,25,2024_H1_rally
2026-05-11,2026-05-15,14,stop,-2203.3864541832672,-1423.3067729083664,-0.14712250627441825,7,1076.6932270916336,1423.3067729083664,7733.97943617571,7758.97943617571,7412.83984375,18.3799991607666,65.33864541832669,321.1395924257102,False,call,25,2024_H1_rally
2007-07-02,2007-07-13,8,stop,-2450.3984063745024,-1299.8007968127488,-0.8957887188659127,6,1200.1992031872512,1299.8007968127488,1574.5825494633405,1599.5825494633405,1519.4300537109375,15.399999618530272,90.0398406374502,55.152495752403034,False,call,25,mechanical_10d
2007-07-09,2007-07-18,7,stop,-2426.4940239043826,-1311.7529880478087,-0.4508924217271127,5,1188.2470119521913,1311.7529880478087,1586.5867471127979,1611.5867471127979,1531.8499755859375,15.15999984741211,87.64940239043824,54.73677152686045,False,call,25,mechanical_10d
2007-07-23,2007-08-02,8,stop,-2510.159362549801,-1269.9203187250996,-0.7367725446094969,6,1230.0796812749004,1269.9203187250996,1602.649335011531,1627.649335011531,1541.5699462890625,16.809999465942383,96.01593625498008,61.0793887224685,False,call,25,mechanical_10d
2007-10-18,2007-10-30,8,stop,-2342.828685258964,-1353.585657370518,-0.5781159755323791,6,1146.414342629482,1353.585657370518,1607.2350165185921,1632.2350165185921,1540.0799560546875,18.5,79.2828685258964,67.15506046390456,False,call,25,mechanical_10d
2007-10-26,2007-11-07,8,stop,-2362.7490039840636,-1343.6254980079682,-0.4925943938895936,6,1156.3745019920318,1343.6254980079682,1606.06159853108,1631.06159853108,1535.280029296875,19.559999465942383,81.27490039840637,70.78156923420501,False,call,25,mechanical_10d
2013-06-11,2013-06-21,8,stop,-2306.972111553785,-1371.5139442231075,-0.710319043309723,6,1128.4860557768925,1371.5139442231075,1691.5563295097552,1716.5563295097552,1626.1300048828125,17.06999969482422,75.69721115537848,65.42632462694259,False,call,25,mechanical_10d
2013-06-17,2013-06-27,8,stop,-2287.0517928286854,-1381.4741035856573,-0.7378063614994109,6,1118.5258964143427,1381.4741035856573,1703.9427103854828,1728.9427103854828,1639.0400390625,16.799999237060547,73.70517928286853,64.90267132298281,False,call,25,mechanical_10d
2013-09-09,2013-09-18,7,stop,-2211.3545816733067,-1419.3227091633466,-0.40726351445590947,5,1080.6772908366534,1419.3227091633466,1733.2961965102945,1758.2961965102945,1671.7099609375,15.630000114440918,66.13545816733067,61.586235572794614,False,call,25,mechanical_10d
2013-10-01,2013-10-10,7,stop,-2207.370517928287,-1421.3147410358565,-0.4154137030880415,5,1078.6852589641435,1421.3147410358565,1757.084682342557,1782.084682342557,1695.0,15.539999961853027,65.73705179282868,62.08468234255705,False,call,25,mechanical_10d
2013-12-11,2013-12-20,7,stop,-2291.035856573705,-1379.4820717131474,-0.426428585159955,5,1120.5179282868526,1379.4820717131474,1846.9952701237194,1871.9952701237194,1782.219970703125,15.420000076293944,74.10358565737052,64.77529942059434,False,call,25,mechanical_10d
2014-02-19,2014-02-28,7,stop,-2295.019920318725,-1377.4900398406376,-0.4190663801286695,5,1122.5099601593624,1377.4900398406376,1895.5612788482365,1920.5612788482365,1828.75,15.5,74.5019920318725,66.81127884823644,False,call,25,mechanical_10d
2014-03-17,2014-03-26,7,stop,-2306.972111553785,-1371.5139442231075,-0.4063637090254298,5,1128.4860557768925,1371.5139442231075,1927.3535556117681,1952.3535556117681,1858.8299560546875,15.640000343322754,75.69721115537848,68.52359955708063,False,call,25,mechanical_10d
2014-10-29,2014-11-06,6,stop,-2338.8446215139443,-1355.5776892430279,-0.3396471126061043,4,1144.4223107569721,1355.5776892430279,2053.08578629285,2078.08578629285,1982.300048828125,15.149999618530272,78.88446215139442,70.78573746472503,False,call,25,mechanical_10d
2014-12-19,2014-12-31,7,stop,-2414.541832669323,-1317.7290836653385,-0.33387078212814947,5,1182.2709163346615,1317.7290836653385,2151.1304778480085,2176.1304778480085,2070.64990234375,16.489999771118164,86.45418326693228,80.48057550425851,False,call,25,mechanical_10d
2014-12-29,2015-01-07,6,stop,-2299.003984063745,-1375.4980079681275,-0.3476529003618829,4,1124.5019920318725,1375.4980079681275,2164.7785352755486,2189.7785352755486,2090.570068359375,15.0600004196167,74.9003984063745,74.20846691617348,False,call,25,mechanical_10d
2015-01-22,2015-02-02,7,stop,-2354.7808764940237,-1347.6095617529882,-0.341190817293787,5,1152.3904382470118,1347.6095617529882,2142.9013121535268,2167.9013121535268,2063.14990234375,16.399999618530273,80.47808764940238,79.7514098097767,False,call,25,mechanical_10d
2015-02-17,2015-02-26,7,stop,-2287.0517928286854,-1381.4741035856573,-0.39212206496634044,5,1118.5258964143427,1381.4741035856573,2178.558764032659,2203.558764032659,2100.340087890625,15.800000190734863,73.70517928286853,78.21867614203391,False,call,25,mechanical_10d
2015-11-04,2015-11-12,6,stop,-2163.545816733068,-1443.227091633466,-0.3085527366501483,4,1056.772908366534,1443.227091633466,2179.16509274492,2204.16509274492,2102.31005859375,15.510000228881836,61.354581673306775,76.85503415117012,False,call,25,mechanical_10d
2015-11-10,2015-11-18,6,stop,-2111.7529880478082,-1469.1235059760959,-0.327380856480265,4,1030.8764940239041,1469.1235059760959,2156.7428176042877,2181.7428176042877,2081.719970703125,15.289999961853027,56.17529880478087,75.0228469011629,False,call,25,mechanical_10d
2015-11-18,2015-11-30,7,stop,-2231.274900398406,-1409.362549800797,-0.30537260498719493,5,1090.637450199203,1409.362549800797,2166.331193999173,2191.331193999173,2083.580078125,16.850000381469727,68.12749003984064,82.75111587417318,False,call,25,mechanical_10d
2015-11-30,2015-12-09,7,stop,-2183.466135458167,-1433.2669322709164,-0.3636410437946338,5,1066.7330677290836,1433.2669322709164,2159.5045435219627,2184.5045435219627,2080.409912109375,16.1299991607666,63.34661354581673,79.09463141258763,False,call,25,mechanical_10d
2015-12-07,2015-12-15,6,stop,-2143.625498007968,-1453.187250996016,-0.2812912278685702,4,1046.812749003984,1453.187250996016,2154.617974548168,2179.617974548168,2077.070068359375,15.84000015258789,59.36254980079681,77.54790618879295,False,call,25,mechanical_10d
2015-12-29,2016-01-08,7,stop,-2151.593625498008,-1449.203187250996,-0.36788115648976066,5,1050.796812749004,1449.203187250996,2157.1318744259515,2182.1318744259515,2078.360107421875,16.079999923706055,60.1593625498008,78.77176700407631,False,call,25,mechanical_10d
2016-06-20,2016-06-30,8,stop,-2179.4820717131474,-1435.2589641434263,-0.5892838439612939,6,1064.7410358565737,1435.2589641434263,2173.451615150958,2198.451615150958,2083.25,18.3700008392334,62.94820717131474,90.201615150958,False,call,25,mechanical_10d
2018-03-13,2018-03-21,6,stop,-2458.366533864542,-1295.816733067729,-0.24132432852722183,4,1204.183266932271,1295.816733067729,2871.877698531199,2896.877698531199,2765.31005859375,16.350000381469727,90.83665338645416,106.5676399374489,False,call,25,mechanical_10d
2019-05-16,2019-05-24,6,stop,-2107.7689243027885,-1471.1155378486058,-0.32738085648026555,4,1028.8844621513942,1471.1155378486058,2979.9794092717757,3004.9794092717757,2876.320068359375,15.289999961853027,55.77689243027888,103.65934091240057,False,call,25,mechanical_10d
2019-06-10,2019-06-18,6,stop,-2115.7370517928284,-1467.1314741035858,-0.27325306017728446,4,1032.8685258964142,1467.1314741035858,2995.1871373923905,3020.1871373923905,2886.72998046875,15.9399995803833,56.573705179282875,108.45715692364037,False,call,25,mechanical_10d
2019-06-25,2019-07-03,6,stop,-2155.5776892430276,-1447.2111553784862,-0.24666169465190715,4,1052.7888446215138,1447.2111553784862,3029.326545275783,3054.326545275783,2917.3798828125,16.280000686645508,60.55776892430279,111.9466624632828,False,call,25,mechanical_10d
2019-12-09,2019-12-17,6,stop,-2123.705179282869,-1463.1474103585656,-0.2796755160333829,4,1036.8525896414344,1463.1474103585656,3253.1896006164443,3278.1896006164443,3135.9599609375,15.859999656677246,57.37051792828686,117.22963967894451,False,call,25,mechanical_10d
2020-02-03,2020-02-12,7,stop,-2438.4462151394423,-1305.7768924302788,-0.22401389718742457,5,1194.2231075697212,1305.7768924302788,3386.530181783385,3411.530181783385,3248.919921875,17.969999313354492,88.84462151394422,137.61025990838522,False,call,25,mechanical_10d
2021-12-09,2021-12-21,8,stop,-2263.1474103585656,-1393.4262948207172,-0.3528797799149933,6,1106.5737051792828,1393.4262948207172,4904.857938005733,4929.857938005733,4667.4501953125,21.579999923706055,71.31474103585657,237.4077426932328,False,call,25,mechanical_10d
2021-12-13,2021-12-23,8,stop,-2171.5139442231075,-1439.2430278884462,-0.43747643107061923,6,1060.7569721115538,1439.2430278884462,4892.479084821528,4917.479084821528,4668.97021484375,20.309999465942383,62.15139442231076,223.5088699777779,False,call,25,mechanical_10d
2024-04-10,2024-04-18,6,stop,-2223.3067729083664,-1413.3466135458168,-0.2845349999963339,4,1086.6533864541832,1413.3466135458168,5352.827317198165,5377.827317198165,5160.64013671875,15.800000190734863,67.33067729083665,192.1871804794148,False,call,25,mechanical_10d
2024-08-20,2024-08-28,6,stop,-2302.988047808765,-1373.5059760956176,-0.27806379714640655,4,1126.4940239043824,1373.5059760956176,5806.617632193484,5831.617632193484,5597.1201171875,15.880000114440918,75.2988047808765,209.49751500598398,False,call,25,mechanical_10d
