entry_date,exit_date,strategy,exit_pnl,contracts,total_bp,entry_spx,entry_vix,dte_at_entry,hold_days,exit_reason,spread_width,pnl_per_contract,bp_per_contract
2017-10-25,2017-11-29,Bull Call Diagonal,7333.437241713997,2.3974,22500.0,2557.14990234375,11.229999542236328,45,24,roll_21dte,0.0,3058.912672776339,9385.16726453658
2017-11-29,2018-01-04,Bull Call Diagonal,9905.98092068547,2.4411,22500.0,2626.070068359375,10.699999809265137,45,24,roll_21dte,0.0,4057.99882048481,9217.156200073738
2018-01-04,2018-02-05,Bull Call Diagonal,13904.952030255015,2.6947,22500.0,2723.989990234375,9.220000267028809,45,21,50pct_profit,0.0,5160.111340874685,8349.723531376405
2018-02-07,2018-02-22,Iron Condor (High Vol),1868.4927270819624,1.0627,21000.0,2681.659912109375,27.729999542236328,45,10,50pct_profit,218.0,1758.2504254088287,19760.986167309682
2018-02-08,2018-02-23,Iron Condor (High Vol),1903.0296353459469,0.8744,21000.0,2581.0,33.459999084472656,45,10,50pct_profit,264.0,2176.3833890049714,24016.468435498628
2018-02-22,2018-03-16,Iron Condor,3609.642207846194,2.9008,22500.0,2703.9599609375,18.719999313354492,45,16,50pct_profit,98.0,1244.3609376193444,7756.4809707666855
2018-03-16,2018-04-20,Iron Condor,1094.6958737513348,3.4937,22500.0,2752.010009765625,15.800000190734863,45,24,roll_21dte,82.0,313.33425129557054,6440.16372327332
2018-04-20,2018-05-09,Iron Condor,3981.9676789038026,3.3249,22500.0,2670.139892578125,16.8799991607666,45,13,50pct_profit,86.0,1197.620282987098,6767.120815663629
2018-05-09,2018-06-13,Bull Call Diagonal,6887.775962222569,1.9152,22500.0,2697.7900390625,13.420000076293944,45,24,roll_21dte,0.0,3596.37424928079,11748.12030075188
2018-06-13,2018-06-27,Bull Call Diagonal,-3143.7413928018905,1.9289,22500.0,2775.6298828125,12.9399995803833,45,10,trend_flip,0.0,-1629.810458189585,11664.679350925397
2018-07-06,2018-08-09,Bull Call Diagonal,7995.307150349963,1.8795,22500.0,2759.820068359375,13.369999885559082,45,24,roll_21dte,0.0,4253.954323144434,11971.268954509178
2018-08-09,2018-09-13,Bull Call Diagonal,5296.999373233657,2.138,22500.0,2853.580078125,11.270000457763672,45,24,roll_21dte,0.0,2477.548818163544,10523.854069223575
2018-09-13,2018-10-10,Bull Call Diagonal,-2136.392910933868,1.923,22500.0,2904.179931640625,12.369999885559082,45,19,trend_flip,0.0,-1110.9687524357087,11700.468018720749
2018-10-18,2018-11-07,Iron Condor,3654.4007511729624,2.6262,22500.0,2768.780029296875,20.059999465942383,45,14,50pct_profit,108.0,1391.516545264246,8567.511994516793
2018-11-07,2018-12-13,Iron Condor,-3962.972340781171,3.2949,22500.0,2813.889892578125,16.360000610351562,45,24,roll_21dte,87.0,-1202.7595194941184,6828.735318219065
2018-12-26,2019-01-10,Iron Condor (High Vol),1554.0307440501492,1.0229,21000.0,2467.699951171875,30.40999984741211,45,10,50pct_profit,226.0,1519.2401447357017,20529.86606706423
2018-12-27,2019-01-11,Iron Condor (High Vol),1776.7245765454902,1.0317,21000.0,2488.830078125,29.959999084472656,45,10,50pct_profit,224.0,1722.1329616608414,20354.754289037508
2019-01-31,2019-02-13,Bull Put Spread,3961.278369323084,3.8814,22500.0,2704.10009765625,16.56999969482422,30,9,roll_21dte,76.0,1020.5797828935652,5796.8774153655895
2019-01-10,2019-02-14,Iron Condor,1859.3260449178604,2.861,22500.0,2596.639892578125,19.5,45,24,roll_21dte,99.0,649.8867685836632,7864.383082838168
2019-02-13,2019-02-27,Bull Put Spread,3619.3700066798065,3.9793,22500.0,2753.030029296875,15.649999618530272,30,9,roll_21dte,74.0,909.5494199180274,5654.2607996381275
2019-03-06,2019-03-19,Bull Put Spread,4983.810212275973,3.9194,22500.0,2771.449951171875,15.739999771118164,30,9,roll_21dte,75.0,1271.5747849864706,5740.6745930499565
2019-02-27,2019-04-02,Bull Call Diagonal,5980.548923216369,1.6958,22500.0,2792.3798828125,14.699999809265137,45,24,roll_21dte,0.0,3526.682936204959,13268.074065337894
2019-04-02,2019-05-07,Bull Call Diagonal,4044.207895720413,1.808,22500.0,2867.239990234375,13.359999656677246,45,24,roll_21dte,0.0,2236.840650287839,12444.690265486724
2019-05-22,2019-06-26,Iron Condor,2646.369006169925,3.6236,22500.0,2856.27001953125,14.75,45,24,roll_21dte,79.0,730.3148819323118,6209.294624130698
2019-06-18,2019-07-01,Bull Put Spread,3943.6795900632183,3.8662,22500.0,2917.75,15.149999618530272,30,9,roll_21dte,76.0,1020.0402436664472,5819.667890952356
2019-07-01,2019-08-05,Bull Call Diagonal,-2150.938085763191,1.6721,22500.0,2964.330078125,14.0600004196167,45,24,roll_21dte,0.0,-1286.3692875804024,13456.133006399139
2019-08-15,2019-09-16,Iron Condor,3500.619431370612,2.3769,22500.0,2847.60009765625,21.18000030517578,45,21,50pct_profit,119.0,1472.7668102867651,9466.111321469141
2019-09-05,2019-09-18,Bull Put Spread,3673.967120508664,3.5952,22500.0,2976.0,16.270000457763672,30,9,roll_21dte,82.0,1021.9089676537226,6258.344459279038
2019-09-18,2019-10-02,Bull Call Diagonal,-4157.801412584074,1.6565,22500.0,3006.72998046875,13.949999809265137,45,10,trend_flip,0.0,-2509.9917975152875,13582.855418050105
2019-10-14,2019-11-15,Bull Call Diagonal,10628.929042069169,1.6165,22500.0,2966.14990234375,14.56999969482422,45,24,roll_21dte,0.0,6575.273146965152,13918.960717599752
2019-11-15,2019-12-20,Bull Call Diagonal,8153.7492464547695,1.8273,22500.0,3120.4599609375,12.050000190734863,45,24,roll_21dte,0.0,4462.1842316285065,12313.249055984239
2019-12-20,2020-01-28,Bull Call Diagonal,5621.939056235765,1.7191,22500.0,3221.219970703125,12.510000228881836,45,24,roll_21dte,0.0,3270.2804119805505,13088.243848525392
2020-02-06,2020-02-24,Bull Call Diagonal,-1534.1969075253494,1.4009,22500.0,3345.780029296875,14.960000038146973,45,11,trend_flip,0.0,-1095.1509083627307,16061.103576272397
2020-03-02,2020-04-03,Iron Condor (High Vol),-2016.390341843295,0.7204,21000.0,3090.22998046875,33.41999816894531,45,24,roll_21dte,320.0,-2798.9871485886933,29150.47196002221
2020-03-04,2020-04-07,Iron Condor (High Vol),-1297.4615885770263,0.7618,21000.0,3130.1201171875,31.989999771118164,45,24,roll_21dte,303.0,-1703.1525184786378,27566.290364925175
2020-04-27,2020-05-11,Bull Put Spread (High Vol),2917.8037891187714,1.834,21000.0,2878.47998046875,33.290000915527344,35,10,50pct_profit,139.0,1590.9508119513475,11450.381679389313
2020-05-11,2020-05-27,Bull Put Spread (High Vol),2767.4394997418894,2.1075,21000.0,2930.18994140625,27.56999969482422,35,11,50pct_profit,120.0,1313.1385526651907,9964.412811387901
2020-05-27,2020-06-05,Bull Put Spread (High Vol),3428.4576506492144,2.0252,21000.0,3036.1298828125,27.6200008392334,35,7,roll_up,125.0,1692.8983066606827,10369.346237408652
2020-06-05,2020-06-25,Bull Put Spread (High Vol),-3162.6688523892267,2.1356,21000.0,3193.929931640625,24.520000457763672,35,14,roll_21dte,118.0,-1480.9275390472121,9833.302116501216
2020-06-25,2020-07-06,Bull Put Spread (High Vol),2788.268946932086,1.7546,21000.0,3083.760009765625,32.220001220703125,35,6,roll_up,145.0,1589.1194271811728,11968.539838139748
2020-07-07,2020-07-20,Bull Put Spread (High Vol),3332.9098499087904,1.8793,21000.0,3145.320068359375,29.43000030517578,35,9,roll_up,135.0,1773.484728307769,11174.373436918002
2020-06-26,2020-07-24,Iron Condor (High Vol),3312.1754775179697,1.2029,21000.0,3009.050048828125,34.72999954223633,45,19,50pct_profit,217.0,2753.4919590306504,17457.810291794827
2020-07-02,2020-08-06,Iron Condor (High Vol),2634.6515908986075,1.5083,21000.0,3130.010009765625,27.68000030517578,45,24,roll_21dte,174.0,1746.7689391358533,13922.959623417093
2020-08-17,2020-08-27,Bull Put Spread,3158.5196098353445,2.4514,22500.0,3381.989990234375,21.350000381469727,30,8,roll_up,121.0,1288.4554172453882,9178.428653014604
2020-08-19,2020-09-23,Iron Condor (High Vol),-12.53232282154915,1.7347,21000.0,3374.85009765625,22.540000915527344,45,24,roll_21dte,152.0,-7.2244900106930015,12105.839626448378
2020-08-20,2020-09-24,Iron Condor (High Vol),48.60471778827711,1.7394,21000.0,3385.510009765625,22.719999313354492,45,24,roll_21dte,152.0,27.943381504126197,12073.128665056916
2020-11-06,2020-11-23,Bull Put Spread (High Vol),2654.2876584831492,1.9403,21000.0,3509.43994140625,24.86000061035156,35,11,50pct_profit,130.0,1367.9779716967219,10823.068597639542
2020-11-05,2020-11-25,Iron Condor (High Vol),3456.6183853978737,1.3506,21000.0,3510.449951171875,27.579999923706055,45,14,50pct_profit,195.0,2559.3205874410437,15548.645046645936
2020-11-09,2020-11-27,Iron Condor (High Vol),3237.129601872111,1.4419,21000.0,3550.5,25.75,45,13,50pct_profit,183.0,2245.044456531043,14564.116790346072
2020-11-23,2020-12-08,Bull Put Spread (High Vol),3176.2389134100404,2.0612,21000.0,3577.590087890625,22.65999984741211,35,10,50pct_profit,122.0,1540.9659001601206,10188.239860275567
2020-12-09,2020-12-30,Bull Put Spread (High Vol),2282.5786048211767,2.0629,21000.0,3672.820068359375,22.270000457763672,35,14,roll_21dte,122.0,1106.4901860590319,10179.84390906006
2020-12-30,2021-01-20,Bull Put Spread (High Vol),3194.570586238114,1.9684,21000.0,3732.0400390625,22.770000457763672,35,13,50pct_profit,128.0,1622.9275483835168,10668.563300142248
2021-01-04,2021-02-03,Iron Condor (High Vol),3627.121902263596,1.3033,21000.0,3700.64990234375,26.969999313354492,45,21,50pct_profit,202.0,2783.0291584927463,16112.944065065603
2021-01-25,2021-02-11,Bull Put Spread (High Vol),2690.3148978611953,1.8527,21000.0,3855.360107421875,23.190000534057617,35,13,50pct_profit,136.0,1452.1049807638556,11334.808657634803
2021-01-29,2021-02-12,Iron Condor (High Vol),1613.717801758492,0.6117,21000.0,3714.239990234375,33.09000015258789,45,10,50pct_profit,377.0,2638.0869736120517,34330.554193231976
2021-02-18,2021-03-10,Bull Put Spread (High Vol),1099.697428826707,1.9069,21000.0,3913.969970703125,22.489999771118164,35,14,roll_21dte,132.0,576.6938113308023,11012.638313493104
2021-03-05,2021-03-22,Iron Condor (High Vol),3339.762695310871,1.374,21000.0,3841.93994140625,24.65999984741211,45,11,50pct_profit,192.0,2430.686095568319,15283.842794759825
2021-03-08,2021-03-22,Iron Condor (High Vol),3346.481650974497,1.3606,21000.0,3821.35009765625,25.469999313354492,45,10,50pct_profit,194.0,2459.5631713762286,15434.367190945171
2021-03-10,2021-03-26,Bull Put Spread (High Vol),3129.6885545580176,1.862,21000.0,3898.81005859375,22.559999465942383,35,12,50pct_profit,135.0,1680.8209208152618,11278.195488721803
2021-05-19,2021-06-03,Bull Put Spread (High Vol),3086.084640718503,1.81,21000.0,4115.68017578125,22.18000030517578,35,10,50pct_profit,139.0,1705.0191385185099,11602.209944751381
2021-08-18,2021-08-31,Bull Put Spread,5685.514127077956,1.8682,22500.0,4400.27001953125,21.56999969482422,30,9,roll_21dte,159.0,3043.311276671639,12043.678407022802
2021-09-17,2021-10-14,Iron Condor,4495.122764844509,1.5979,22500.0,4432.990234375,20.809999465942383,45,19,50pct_profit,178.0,2813.1439795009132,14080.981287940422
2021-11-22,2021-12-06,Bull Put Spread,-4008.864955985743,1.9577,22500.0,4682.93994140625,19.170000076293945,30,9,roll_21dte,151.0,-2047.742226074344,11493.078612657711
2021-12-02,2021-12-16,Iron Condor (High Vol),1610.4665000797415,0.603,21000.0,4577.10009765625,27.950000762939453,45,10,50pct_profit,384.0,2670.7570482251103,34825.87064676617
2021-12-10,2021-12-23,Bull Put Spread,1731.1665033101146,1.9851,22500.0,4712.02001953125,18.690000534057617,30,9,roll_21dte,149.0,872.0802495139361,11334.44158984434
2021-12-17,2022-01-11,Iron Condor,3572.6432682390673,1.4657,22500.0,4620.64013671875,21.56999969482422,45,16,50pct_profit,194.0,2437.4996713100004,15351.026813126833
2021-12-20,2022-01-12,Iron Condor (High Vol),3482.765941238434,1.2839,21000.0,4568.02001953125,22.8700008392334,45,16,50pct_profit,206.0,2712.64579892393,16356.414050938545
2022-01-28,2022-02-16,Iron Condor (High Vol),1292.6269988044912,0.636,21000.0,4431.85009765625,27.65999984741211,45,13,50pct_profit,364.0,2032.432388057376,33018.8679245283
2022-01-31,2022-03-07,Iron Condor (High Vol),-309.3155808884713,0.712,21000.0,4515.5498046875,24.829999923706055,45,24,roll_21dte,326.0,-434.4319956298754,29494.382022471913
2022-02-16,2022-03-18,Iron Condor (High Vol),1514.8566254667778,0.7476,21000.0,4475.009765625,24.290000915527344,45,21,50pct_profit,311.0,2026.2929714643897,28089.887640449437
2022-03-09,2022-03-23,Iron Condor (High Vol),1401.4049577690723,0.5523,21000.0,4277.8798828125,32.45000076293945,45,10,50pct_profit,418.0,2537.3980767138733,38022.813688212926
2022-03-18,2022-04-04,Iron Condor (High Vol),1428.2187777391457,0.7629,21000.0,4463.1201171875,23.8700008392334,45,11,50pct_profit,305.0,1872.0917259655862,27526.54345261502
2022-03-22,2022-04-11,Bull Put Spread (High Vol),-858.1075961512454,1.6041,21000.0,4511.60986328125,22.940000534057617,35,14,roll_21dte,157.0,-534.9464473232625,13091.453151299793
2022-03-23,2022-04-18,Iron Condor (High Vol),1376.6786542683635,0.7614,21000.0,4456.240234375,23.56999969482422,45,17,50pct_profit,305.0,1808.0885924197053,27580.772261623326
2022-04-21,2022-05-25,Iron Condor (High Vol),-5040.79481839051,1.3768,21000.0,4393.66015625,22.68000030517578,45,24,roll_21dte,193.0,-3661.239699586367,15252.760023242301
2022-04-22,2022-05-26,Iron Condor (High Vol),1795.2787332527598,1.0454,21000.0,4271.77978515625,28.209999084472656,45,24,roll_21dte,250.0,1717.3127350801221,20088.004591543904
2022-07-29,2022-08-11,Bull Put Spread,3620.8044205127103,2.004,22500.0,4130.2900390625,21.329999923706055,30,9,roll_21dte,148.0,1806.7886329903745,11227.54491017964
2022-08-01,2022-09-02,Iron Condor (High Vol),460.48170206758493,1.4264,21000.0,4118.6298828125,22.84000015258789,45,24,roll_21dte,185.0,322.8278898398661,14722.378014582166
2022-08-02,2022-09-06,Iron Condor (High Vol),762.2299376234035,1.3526,21000.0,4091.18994140625,23.93000030517578,45,24,roll_21dte,195.0,563.5294526270911,15525.65429543102
2022-09-14,2022-09-28,Bear Call Spread (High Vol),1807.2826746788987,1.1066,21000.0,3946.010009765625,26.15999984741211,45,10,50pct_profit,216.0,1633.1851388748407,18977.046810048796
2022-09-07,2022-10-11,Iron Condor (High Vol),-4491.580296714718,1.3255,21000.0,3979.8701171875,24.63999938964844,45,24,roll_21dte,199.0,-3388.5932076308704,15843.078083741986
2022-09-08,2022-10-12,Iron Condor (High Vol),-5707.588912222282,1.4036,21000.0,4006.179931640625,23.61000061035156,45,24,roll_21dte,188.0,-4066.392784427388,14961.527500712455
2022-11-28,2022-12-16,Bull Put Spread (High Vol),-1359.7963698085198,1.8781,21000.0,3963.93994140625,22.209999084472656,35,14,roll_21dte,134.0,-724.0276714810285,11181.513231457324
2022-12-16,2023-01-18,Iron Condor (High Vol),3445.780340367486,1.5277,21000.0,3852.360107421875,22.6200008392334,45,20,50pct_profit,173.0,2255.5346863700242,13746.154349675982
2022-12-19,2023-01-25,Bear Call Spread (High Vol),-413.2043417637941,1.3392,21000.0,3817.659912109375,22.420000076293945,45,24,roll_21dte,179.0,-308.54565543891437,15681.003584229391
2023-02-21,2023-03-21,Iron Condor (High Vol),3332.269024473406,1.469,21000.0,3997.340087890625,22.8700008392334,45,20,50pct_profit,180.0,2268.392800866852,14295.439074200136
2023-02-22,2023-03-27,Iron Condor (High Vol),3756.260695267259,1.5007,21000.0,3991.050048828125,22.290000915527344,45,23,50pct_profit,176.0,2503.005727505337,13993.469714133405
2023-06-02,2023-07-10,Bull Call Diagonal,6770.454521849786,1.1196,22500.0,4282.3701171875,14.600000381469728,45,24,roll_21dte,0.0,6047.208397507848,20096.46302250804
2023-07-11,2023-08-14,Bull Call Diagonal,2744.5777742709142,1.0556,22500.0,4439.259765625,14.84000015258789,45,24,roll_21dte,0.0,2600.0168380739997,21314.892004547175
2023-08-14,2023-08-17,Bull Call Diagonal,-3586.470749371055,1.0528,22500.0,4489.72021484375,14.81999969482422,45,3,trend_flip,0.0,-3406.602155557613,21371.580547112462
2023-08-29,2023-09-15,Bull Call Diagonal,-2620.042016535652,1.0661,22500.0,4497.6298828125,14.449999809265137,45,12,trend_flip,0.0,-2457.594987839463,21104.96201106838
2023-10-04,2023-11-01,Iron Condor,3764.25158523194,1.8769,22500.0,4263.75,18.579999923706055,45,20,50pct_profit,152.0,2005.568536007214,11987.852309659545
2023-11-03,2023-12-08,Iron Condor,-318.1498906808584,2.3267,22500.0,4358.33984375,14.90999984741211,45,24,roll_21dte,123.0,-136.7386816868777,9670.348562341513
2023-12-08,2024-01-16,Bull Call Diagonal,8625.062440003712,1.2143,22500.0,4604.3701171875,12.350000381469728,45,24,roll_21dte,0.0,7102.909034014422,18529.19377419089
2024-01-16,2024-02-20,Bull Call Diagonal,9468.460963873977,1.0542,22500.0,4765.97998046875,13.84000015258789,45,24,roll_21dte,0.0,8981.655249358733,21343.19863403529
2024-02-13,2024-02-27,Bull Put Spread,5341.765091369828,2.1632,22500.0,4953.169921875,15.850000381469728,30,9,roll_21dte,136.0,2469.381051853656,10401.257396449706
2024-02-27,2024-04-02,Bull Call Diagonal,6322.73554002188,1.0179,22500.0,5078.18017578125,13.43000030517578,45,24,roll_21dte,0.0,6211.548816211691,22104.332449160036
2024-04-02,2024-04-15,Bull Call Diagonal,-3102.3408252936892,0.9199,22500.0,5205.81005859375,14.609999656677246,45,9,trend_flip,0.0,-3372.4761662068586,24459.180345689747
2024-04-12,2024-05-03,Iron Condor,4384.345911657617,1.6806,22500.0,5123.41015625,17.309999465942383,45,15,50pct_profit,170.0,2608.7979957500993,13388.075687254552
2024-05-03,2024-06-07,Iron Condor,1035.8647857427054,2.1928,22500.0,5127.7900390625,13.489999771118164,45,24,roll_21dte,131.0,472.3936454499751,10260.853703028091
2024-06-07,2024-07-15,Bull Call Diagonal,11241.51925480756,1.0542,22500.0,5346.990234375,12.220000267028809,45,24,roll_21dte,0.0,10663.554595719559,21343.19863403529
2024-07-15,2024-08-02,Bull Call Diagonal,-3887.133971845965,0.9365,22500.0,5631.22021484375,13.119999885559082,45,14,trend_flip,0.0,-4150.703653866487,24025.62733582488
2024-08-06,2024-08-20,Iron Condor (High Vol),1437.3861223671863,0.5387,21000.0,5240.02978515625,27.709999084472656,45,10,50pct_profit,430.0,2668.2497166645376,38982.736216818266
2024-08-07,2024-08-27,Iron Condor (High Vol),1381.148549779256,0.5572,21000.0,5199.5,27.850000381469727,45,14,50pct_profit,416.0,2478.7303477732517,37688.44221105528
2024-08-01,2024-08-29,Iron Condor,3874.050642355036,1.4703,22500.0,5446.68017578125,18.59000015258789,45,20,50pct_profit,194.0,2634.8708714922373,15302.999387880025
2024-09-03,2024-09-24,Iron Condor,3579.8090479031325,1.2694,22500.0,5528.93017578125,20.719999313354492,45,15,50pct_profit,224.0,2820.0796028857194,17724.90940601859
2024-11-08,2024-12-13,Bull Call Diagonal,1882.8431945954933,0.78,22500.0,5995.5400390625,14.9399995803833,45,24,roll_21dte,0.0,2413.9015315326837,28846.153846153844
2024-12-13,2024-12-18,Bull Call Diagonal,992.8684859601371,0.8328,22500.0,6051.08984375,13.8100004196167,45,3,trend_flip,0.0,1192.2051944766297,27017.29106628242
2024-12-24,2024-12-31,Bull Call Diagonal,-3654.769824409775,0.8052,22500.0,6040.0400390625,14.270000457763672,45,4,trend_flip,0.0,-4538.959046708613,27943.368107302533
2025-01-21,2025-02-03,Bull Put Spread,-2170.330783147909,1.8993,22500.0,6049.240234375,15.0600004196167,30,9,roll_21dte,155.0,-1142.7003544189486,11846.4697520139
2024-12-30,2025-02-05,Iron Condor,3936.659434854527,1.4331,22500.0,5906.93994140625,17.399999618530273,45,24,50pct_profit,199.0,2746.953760975875,15700.23027004396
2025-02-06,2025-02-20,Bull Put Spread,1836.1562113912612,1.8279,22500.0,6083.56982421875,15.5,30,9,roll_21dte,161.0,1004.5167741075885,12309.207287050713
2025-02-20,2025-03-05,Bull Put Spread,-9379.84780896749,1.8071,22500.0,6117.52001953125,15.65999984741211,30,9,roll_21dte,163.0,-5190.552713722257,12450.888163355654
2025-02-21,2025-03-27,Iron Condor,-1106.0141826680024,1.3424,22500.0,6013.1298828125,18.209999084472656,45,24,roll_21dte,212.0,-823.9080621781901,16761.025029797376
2025-04-09,2025-04-24,Iron Condor (High Vol),1464.992771725298,0.4156,21000.0,5456.89990234375,33.619998931884766,45,10,50pct_profit,555.0,3525.006669213903,50529.3551491819
2025-04-14,2025-04-29,Iron Condor (High Vol),1351.3530118581048,0.4663,21000.0,5405.97021484375,30.88999938964844,45,10,50pct_profit,496.0,2898.033480287593,45035.384945314174
2025-03-27,2025-05-01,Iron Condor,754.3503062278045,1.3794,22500.0,5693.31005859375,18.690000534057617,45,24,roll_21dte,206.0,546.8684255674964,16311.439756415833
2025-05-02,2025-05-13,Bull Put Spread (High Vol),3455.9409996652994,1.2973,21000.0,5686.669921875,22.68000030517578,35,7,roll_up,194.0,2663.948970681646,16187.466276111925
2025-04-24,2025-05-29,Iron Condor (High Vol),1206.5354236747153,0.5416,21000.0,5484.77001953125,26.469999313354492,45,24,roll_21dte,428.0,2227.724194377244,38774.002954209755
2025-04-29,2025-06-03,Iron Condor (High Vol),1099.69766208378,0.6112,21000.0,5560.830078125,24.170000076293945,45,24,roll_21dte,380.0,1799.2435570742475,34358.6387434555
2025-06-03,2025-06-16,Bull Put Spread,1965.8915569569365,1.6302,22500.0,5970.3701171875,17.690000534057617,30,9,roll_21dte,181.0,1205.9204741485316,13801.987486198012
2025-07-07,2025-07-18,Bull Put Spread,3130.723981219288,1.5782,22500.0,6229.97998046875,17.790000915527344,30,9,roll_21dte,187.0,1983.7308206940108,14256.748194145228
2025-07-25,2025-08-28,Bull Call Diagonal,4056.1886373026673,0.7328,22500.0,6388.64013671875,14.93000030517578,45,24,roll_21dte,0.0,5535.191917716522,30704.14847161572
2025-09-02,2025-09-15,Bull Put Spread,5283.379849982048,1.5775,22500.0,6415.5400390625,17.170000076293945,30,9,roll_21dte,187.0,3349.2106814466233,14263.074484944533
2025-08-28,2025-10-02,Bull Call Diagonal,7591.783991627944,0.7448,22500.0,6501.85986328125,14.43000030517578,45,24,roll_21dte,0.0,10193.050472110557,30209.452201933404
2025-09-25,2025-10-08,Bull Put Spread,4214.149401538303,1.577,22500.0,6604.72021484375,16.739999771118164,30,9,roll_21dte,187.0,2672.257071362272,14267.596702599874
2025-10-23,2025-11-05,Bull Put Spread,1995.7566836060507,1.4969,22500.0,6738.43994140625,17.299999237060547,30,9,roll_21dte,197.0,1333.259859446891,15031.064199345316
2025-11-17,2025-12-02,Iron Condor (High Vol),3504.6698791803315,0.9039,21000.0,6672.41015625,22.3799991607666,45,10,50pct_profit,293.0,3877.276113707635,23232.658479920345
2025-11-13,2025-12-03,Iron Condor,3753.150958509233,1.1101,22500.0,6737.490234375,20.0,45,13,50pct_profit,257.0,3380.912493026964,20268.444284298712
2025-12-09,2025-12-22,Bull Put Spread,3168.2871026331804,1.4943,22500.0,6840.509765625,16.93000030517578,30,9,roll_21dte,197.0,2120.248345468233,15057.217426219635
2025-12-18,2026-01-22,Iron Condor,3744.775170140953,1.304,22500.0,6774.759765625,16.8700008392334,45,22,50pct_profit,219.0,2871.760099801344,17254.601226993866
2026-01-14,2026-01-28,Bull Put Spread,2324.047582273396,1.4973,22500.0,6926.60009765625,16.75,30,9,roll_21dte,197.0,1552.1589409426274,15027.048687637747
2026-01-29,2026-02-11,Bull Put Spread,-18.03482926363848,1.4815,22500.0,6969.009765625,16.8799991607666,30,9,roll_21dte,199.0,-12.173357585986148,15187.310158623017
2026-02-12,2026-03-19,Iron Condor,1038.711455482117,1.0436,22500.0,6832.759765625,20.81999969482422,45,24,roll_21dte,273.0,995.3156913397056,21559.984668455345
2026-03-09,2026-04-06,Iron Condor (High Vol),1362.738916045069,0.4608,21000.0,6795.990234375,25.5,45,19,50pct_profit,504.0,2957.332717111695,45572.91666666667
2026-03-10,2026-04-08,Iron Condor (High Vol),1824.831455413056,0.4797,21000.0,6781.47998046875,24.93000030517578,45,20,50pct_profit,484.0,3804.109767381813,43777.36085053158
2026-04-17,2026-04-30,Bull Put Spread,2938.4374384550797,1.3984,22500.0,7126.06005859375,17.479999542236328,30,9,roll_21dte,211.0,2101.2853535862982,16089.816933638444
2026-04-08,2026-05-12,Iron Condor,-2398.212541727889,1.0208,22500.0,6782.81005859375,21.040000915527344,45,24,roll_21dte,278.0,-2349.346141974813,22041.53605015674
2026-04-30,2026-05-13,Bull Put Spread,4588.205711726974,1.4321,22500.0,7209.009765625,16.889999389648438,30,9,roll_21dte,206.0,3203.830536783028,15711.193352419525
2026-05-14,2026-05-27,Bull Put Spread,1668.8958638457034,1.3396,22500.0,7501.240234375,17.260000228881836,30,8,open_at_end,220.0,1245.816560052033,16796.058524932818
